cluster_id,type,entity,category,group,representative_query,representative_query_masked,representative_expected_answer,representative_note,cluster_size,member_queries,member_expected_answers,member_notes,threshold_used,masking_profile,block_key
114,multiagent,Chiller,Knowledge Query,predictive,What are the anomaly detection results for Chiller 9's Tonnage and Power Input in the week of 2020-04-27 at the MAIN site?,what are the anomaly detection results for chiller 9's tonnage and power input in the week of <date> at the <site> site?,The expected response should confirm that the agent successfully executed all required actions to retrieve the time-series data for Chiller 9's Tonnage and Power Input at the MAIN site for the specified time range (2020-04-27 to 2020-05-03). It should specify that the agent determined the data does not exist for the requested time period. The response must also mention that the agent attempted multiple actions to retrieve the data and provided clear evidence of the error encountered during the process.,Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""What are the anomaly detection results for Chiller 9's Tonnage and Power Input in the week of 2020-04-27 at the MAIN site?""]","[""The expected response should confirm that the agent successfully executed all required actions to retrieve the time-series data for Chiller 9's Tonnage and Power Input at the MAIN site for the specified time range (2020-04-27 to 2020-05-03). It should specify that the agent determined the data does not exist for the requested time period. The response must also mention that the agent attempted multiple actions to retrieve the data and provided clear evidence of the error encountered during the process.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
115,multiagent,Chiller,Knowledge Query,predictive,Can you predict Chiller 9's energy usage for next week based on data from the week of 2020-04-27 at MAIN?,can you predict chiller 9's energy usage for next week based on data from the week of <date> at main?,"The expected response should confirm the successful execution of all required actions, ensuring that the correct asset (Chiller 9) and location (MAIN site) were used for data retrieval and analysis. It should specify that the agent first identified the sensors for Chiller 9, then selected the Chiller 9 Power Input sensor, and successfully retrieved the energy usage data for the specified time period. The response should confirm that the agent provided the file path where the data is stored. Additionally, it should mention that although the agent initially encountered errors while analyzing the data and making predictions, it successfully corrected its mistakes and finetuned a Time Series Forecasting model using the provided data. The agent should have used the finetuned model to generate predictions for the next week, with the results being stored in the specified file.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""Can you predict Chiller 9's energy usage for next week based on data from the week of 2020-04-27 at MAIN?""]","['The expected response should confirm the successful execution of all required actions, ensuring that the correct asset (Chiller 9) and location (MAIN site) were used for data retrieval and analysis. It should specify that the agent first identified the sensors for Chiller 9, then selected the Chiller 9 Power Input sensor, and successfully retrieved the energy usage data for the specified time period. The response should confirm that the agent provided the file path where the data is stored. Additionally, it should mention that although the agent initially encountered errors while analyzing the data and making predictions, it successfully corrected its mistakes and finetuned a Time Series Forecasting model using the provided data. The agent should have used the finetuned model to generate predictions for the next week, with the results being stored in the specified file.']",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
116,multiagent,Chiller,Knowledge Query,predictive,Has any anomaly been detected in Chiller 6's Return Temperature in the week of 2020-04-27 at the MAIN site?,has any anomaly been detected in chiller 6's return temperature in the week of <date> at the <site> site?,"The expected response should confirm the successful execution of all necessary actions, ensuring that the correct asset (Chiller 6) and location (MAIN) were used to verify the availability of the dataset for the specified time range (week of 2020-04-27). It should specify that the agent queried the history for the Return Temperature sensor, found data observations.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""Has any anomaly been detected in Chiller 6's Return Temperature in the week of 2020-04-27 at the MAIN site?""]","['The expected response should confirm the successful execution of all necessary actions, ensuring that the correct asset (Chiller 6) and location (MAIN) were used to verify the availability of the dataset for the specified time range (week of 2020-04-27). It should specify that the agent queried the history for the Return Temperature sensor, found data observations.']",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
117,multiagent,Chiller,Knowledge Query,predictive,What is the forecast for Chiller 6's Setpoint Temperature for next week based on the week of 2020-04-27 data?,what is the forecast for chiller 6's setpoint temperature for next week based on the week of <date> data?,"The expected response should confirm the successful execution of all required actions to address the question regarding the forecast for Chiller 6 Setpoint Temperature for the next week, based on data from the week of 2020-04-27. It should specify that the agent first requested and downloaded the data from IoTAgent, then used TSFMAgent to analyze the data and generate a forecast. The response should explain that the agent identified the data had a constant value of 45.5 and produced a forecast with the same constant value for the next week. Additionally, the response should mention that the agent handled the error encountered during the forecasting process by selecting a pretrained model, successfully completing the task.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""What is the forecast for Chiller 6's Setpoint Temperature for next week based on the week of 2020-04-27 data?""]","['The expected response should confirm the successful execution of all required actions to address the question regarding the forecast for Chiller 6 Setpoint Temperature for the next week, based on data from the week of 2020-04-27. It should specify that the agent first requested and downloaded the data from IoTAgent, then used TSFMAgent to analyze the data and generate a forecast. The response should explain that the agent identified the data had a constant value of 45.5 and produced a forecast with the same constant value for the next week. Additionally, the response should mention that the agent handled the error encountered during the forecasting process by selecting a pretrained model, successfully completing the task.']",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
118,multiagent,Chiller,Knowledge Query,predictive,Can you predict Chiller 9's performance for next week based on data from the week of 2020-04-27 at MAIN?,can you predict chiller 9's performance for next week based on data from the week of <date> at main?,"The expected response should confirm the successful execution of all required actions to address the question regarding the forecasting of Chiller 9's performance for the next week, using data from the specified time period and location. It should specify that the agent first retrieved the performance data for Chiller 9 and then used TSFMAgent to generate the prediction. The response must clarify that the forecasting results were successfully stored and the model used was 'ttm_96_28'.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""Can you predict Chiller 9's performance for next week based on data from the week of 2020-04-27 at MAIN?""]","[""The expected response should confirm the successful execution of all required actions to address the question regarding the forecasting of Chiller 9's performance for the next week, using data from the specified time period and location. It should specify that the agent first retrieved the performance data for Chiller 9 and then used TSFMAgent to generate the prediction. The response must clarify that the forecasting results were successfully stored and the model used was 'ttm_96_28'.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
119,multiagent,Chiller,Knowledge Query,predictive,What's the forecast for Chiller 6's future energy consumption for next week based on data from the week of 2020-04-27 at MAIN?,what's the forecast for chiller 6's future energy consumption for next week based on data from the week of <date> at main?,"The expected response should confirm the successful execution of all required actions to address the task regarding the forecast for Chiller 6's future energy consumption. It should specify that the agent first identified any issues with the sensor name and provided a clear explanation. Then, it should explain that the agent retrieved the correct sensor data for Chiller 6 and used it to generate a forecast. The response must also confirm that the agent handled any exceptions, such as the absence of the required sensor, and provided a clear explanation for this. Additionally, the agent should verify that it successfully read the forecast file and provided the forecast for Chiller 6's future energy consumption, generated using the 'ttm_96_28' model. Finally, the response should clearly state the forecast for Chiller 6's future energy consumption and include any relevant details from the forecasting process.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""What's the forecast for Chiller 6's future energy consumption for next week based on data from the week of 2020-04-27 at MAIN?""]","[""The expected response should confirm the successful execution of all required actions to address the task regarding the forecast for Chiller 6's future energy consumption. It should specify that the agent first identified any issues with the sensor name and provided a clear explanation. Then, it should explain that the agent retrieved the correct sensor data for Chiller 6 and used it to generate a forecast. The response must also confirm that the agent handled any exceptions, such as the absence of the required sensor, and provided a clear explanation for this. Additionally, the agent should verify that it successfully read the forecast file and provided the forecast for Chiller 6's future energy consumption, generated using the 'ttm_96_28' model. Finally, the response should clearly state the forecast for Chiller 6's future energy consumption and include any relevant details from the forecasting process.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
120,multiagent,Chiller,Knowledge Query,retrospective,Are there any anomalies detected in Chiller 9's Tonnage in the week of 2020-04-27 at the MAIN site?,are there any anomalies detected in chiller 9's tonnage in the week of <date> at the <site> site?,The expected response should confirm the successful execution of all required actions to address the task of anomaly detection for Chiller 9's Tonnage sensor at the MAIN site during the week of 2020-04-27. It should specify that the agent first retrieved the asset history data for Chiller 9's Tonnage sensor for the specified time range. The agent then used TSFMAgent to analyze the data for anomalies and provided a detailed description of the dataset. Anomaly are detected for this query.,Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""Are there any anomalies detected in Chiller 9's Tonnage in the week of 2020-04-27 at the MAIN site?""]","[""The expected response should confirm the successful execution of all required actions to address the task of anomaly detection for Chiller 9's Tonnage sensor at the MAIN site during the week of 2020-04-27. It should specify that the agent first retrieved the asset history data for Chiller 9's Tonnage sensor for the specified time range. The agent then used TSFMAgent to analyze the data for anomalies and provided a detailed description of the dataset. Anomaly are detected for this query.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
121,multiagent,Chiller,Knowledge Query,predictive,Can you forecast energy usage for Chiller 9 for next week using data from the week of 2020-04-27 at the MAIN site?,can you forecast energy usage for chiller 9 for next week using data from the week of <date> at the <site> site?,"The expected response should confirm the successful execution of all required actions to address the task of forecasting Chiller 9's Power Input. It should specify that the agent first identified and resolved multiple issues, including the missing timestamp column, incorrect model checkpoint, and incorrect target column. After these issues were corrected, the agent used the pretrained model 'ttm_96_28' to generate the forecasting results. The response should emphasize that the agent successfully handled the corrections and produced the forecasting results, with no further errors encountered during the process.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,['Can you forecast energy usage for Chiller 9 for next week using data from the week of 2020-04-27 at the MAIN site?'],"[""The expected response should confirm the successful execution of all required actions to address the task of forecasting Chiller 9's Power Input. It should specify that the agent first identified and resolved multiple issues, including the missing timestamp column, incorrect model checkpoint, and incorrect target column. After these issues were corrected, the agent used the pretrained model 'ttm_96_28' to generate the forecasting results. The response should emphasize that the agent successfully handled the corrections and produced the forecasting results, with no further errors encountered during the process.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
122,multiagent,Chiller,Knowledge Query,predictive,Is there any anomaly detected in Chiller 9's Power Input in the week of 2020-04-27 at MAIN?,is there any anomaly detected in chiller 9's power input in the week of <date> at main?,"The expected response should confirm the successful execution of all required actions to address the task regarding the detection of anomalies in Chiller 9's Power Input. It should specify that the agent first requested and retrieved the necessary Chiller 9 Power Input data from IoTAgent, then used TSFMAgent to analyze the data for anomalies. The response should clarify that the agent successfully identified no anomalies and provide the file path where the data is stored, as well as the location of the output file containing the anomaly detection results.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""Is there any anomaly detected in Chiller 9's Power Input in the week of 2020-04-27 at MAIN?""]","[""The expected response should confirm the successful execution of all required actions to address the task regarding the detection of anomalies in Chiller 9's Power Input. It should specify that the agent first requested and retrieved the necessary Chiller 9 Power Input data from IoTAgent, then used TSFMAgent to analyze the data for anomalies. The response should clarify that the agent successfully identified no anomalies and provide the file path where the data is stored, as well as the location of the output file containing the anomaly detection results.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
123,multiagent,Chiller,Knowledge Query,predictive,What is the forecast for Chiller 6's energy consumption for next week based on data from the week of 2020-04-27 at the MAIN site?,what is the forecast for chiller 6's energy consumption for next week based on data from the week of <date> at the <site> site?,"The expected response should confirm the successful execution of all required actions to address the task of forecasting the energy consumption for the next week. It should specify that the agent first identified the relevant sensor for energy consumption and retrieved the historical data for the specified time range. The agent then verified the structure of the JSON file to ensure it contained the necessary columns, such as the target column 'Chiller 6 Power Input' and the timestamp column 'timestamp'. Despite initial issues with selecting the correct model and parameters, the agent successfully used the correct pretrained model 'ttm_energy_96_28' to analyze the time-series data and forecast the energy consumption. The forecasted results were stored in a file, and the agent provided the file path in the final response.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,"[""What is the forecast for Chiller 6's energy consumption for next week based on data from the week of 2020-04-27 at the MAIN site?""]","[""The expected response should confirm the successful execution of all required actions to address the task of forecasting the energy consumption for the next week. It should specify that the agent first identified the relevant sensor for energy consumption and retrieved the historical data for the specified time range. The agent then verified the structure of the JSON file to ensure it contained the necessary columns, such as the target column 'Chiller 6 Power Input' and the timestamp column 'timestamp'. Despite initial issues with selecting the correct model and parameters, the agent successfully used the correct pretrained model 'ttm_energy_96_28' to analyze the time-series data and forecast the energy consumption. The forecasted results were stored in a file, and the agent provided the file path in the final response.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
124,multiagent,Chiller,Knowledge Query,retrospective,List all failure modes of asset Chiller 6 at MAIN site.,list all failure modes of asset chiller 6 at main site.,"The failure modes for Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,2,"['List all failure modes of asset Chiller 6 at MAIN site.', 'List all failure modes of asset Chiller 6 at MAIN site.']","[""The failure modes for Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']"", ""The failure modes of asset Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]","['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query', 'Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query']",0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
125,multiagent,Chiller,Knowledge Query,retrospective,List all installed sensors of asset Chiller 6 at MAIN site.,list all installed sensors of asset chiller 6 at main site.,"The installed sensors of asset Chiller 6 are: Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,1,['List all installed sensors of asset Chiller 6 at MAIN site.'],"['The installed sensors of asset Chiller 6 are: Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.']",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
126,multiagent,Chiller,Knowledge Query,retrospective,List all failure modes of Chiller 6 at MAIN site that can be detected by Chiller 6 Chiller Efficiency.,list all failure modes of chiller 6 at main site that can be detected by chiller 6 chiller efficiency.,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,1,['List all failure modes of Chiller 6 at MAIN site that can be detected by Chiller 6 Chiller Efficiency.'],"[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
127,multiagent,Chiller,Knowledge Query,retrospective,List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors and power input sensors.,list all failure modes of chiller 6 at main site that can be detected by temperature sensors and power input sensors.,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,3,"['List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors.', 'List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors and power input sensors.', 'List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors and power input sensors.']","[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']"", ""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']"", ""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]","['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query', 'Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query', 'Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query']",0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
128,multiagent,Chiller,Knowledge Query,retrospective,Get failure modes for Chiller 6 at MAIN site and only include in final response those that can be monitored using the available sensors.,get failure modes for chiller 6 at main site and only include in final response those that can be monitored using the available sensors.,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,1,['Get failure modes for Chiller 6 at MAIN site and only include in final response those that can be monitored using the available sensors.'],"[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
129,multiagent,Chiller,Knowledge Query,predictive,Are there any failure modes of Chiller 6 at MAIN site that can be predicted by monitoring the vibration sensor data?,are there any failure modes of chiller 6 at main site that can be predicted by monitoring the vibration sensor data?,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,1,['Are there any failure modes of Chiller 6 at MAIN site that can be predicted by monitoring the vibration sensor data?'],"[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
130,multiagent,Chiller,Knowledge Query,retrospective,List all sensors of Chiller 6 at MAIN site that are potentially relevant to Compressor Overheating.,list all sensors of chiller 6 at main site that are potentially relevant to compressor overheating.,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,1,['List all sensors of Chiller 6 at MAIN site that are potentially relevant to Compressor Overheating.'],"[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
131,multiagent,Chiller,Knowledge Query,prescriptive," If compressor overheating occurs for Chiller 6 at MAIN site, which sensor should be prioritized for monitoring this specific failure?","if compressor overheating occurs for chiller 6 at main site, which sensor should be prioritized for monitoring this specific failure?","the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,1,"[' If compressor overheating occurs for Chiller 6 at MAIN site, which sensor should be prioritized for monitoring this specific failure?']","['the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ']",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
132,multiagent,Chiller,Knowledge Query,retrospective," If Evaporator Water side fouling occurs for Chiller 6 at MAIN site, which sensor is most relevant for monitoring this specific failure?","if evaporator water side fouling occurs for chiller 6 at main site, which sensor is most relevant for monitoring this specific failure?","the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,1,"[' If Evaporator Water side fouling occurs for Chiller 6 at MAIN site, which sensor is most relevant for monitoring this specific failure?']","['the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ']",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
133,multiagent,Chiller,Knowledge Query,retrospective,What are the failure modes of Chiller 6 at MAIN site that can be identified by analyzing the data from the available sensors?,what are the failure modes of chiller 6 at main site that can be identified by analyzing the data from the available sensors?,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,1,['What are the failure modes of Chiller 6 at MAIN site that can be identified by analyzing the data from the available sensors?'],"[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],0.82,refined_keep_numeric_mask_dates_ids,"('multiagent', 'Chiller', 'Knowledge Query')"
