meta_cluster_id,type,entity,category,group,representative_query,representative_query_masked,representative_expected_answer,representative_note,source_refined_cluster_ids,source_refined_cluster_count,cluster_size,member_queries,member_expected_answers,member_notes,action_signature,param_sensitive,meta_key,merge_profile
114,multiagent,Chiller,Knowledge Query,predictive,Has any anomaly been detected in Chiller 6's Return Temperature in the week of 2020-04-27 at the MAIN site?,has any anomaly been detected in chiller 6's return temperature in the week of <date> at the <site> site?,"The expected response should confirm the successful execution of all necessary actions, ensuring that the correct asset (Chiller 6) and location (MAIN) were used to verify the availability of the dataset for the specified time range (week of 2020-04-27). It should specify that the agent queried the history for the Return Temperature sensor, found data observations.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[116],1,1,"[""Has any anomaly been detected in Chiller 6's Return Temperature in the week of 2020-04-27 at the MAIN site?""]","['The expected response should confirm the successful execution of all necessary actions, ensuring that the correct asset (Chiller 6) and location (MAIN) were used to verify the availability of the dataset for the specified time range (week of 2020-04-27). It should specify that the agent queried the history for the Return Temperature sensor, found data observations.']",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_OTHER,False,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_OTHER', ""has any anomaly been detected in chiller <NUM>'s return temperature in the week of <date> at the <site> site?"")",aggressive_template_collapse_v1
115,multiagent,Chiller,Knowledge Query,predictive,Is there any anomaly detected in Chiller 9's Condenser Water Flow in the week of 2020-04-27 at MAIN?,is there any anomaly detected in chiller 9's condenser water flow in the week of <date> at main?,"The expected response should confirm the successful execution of all required actions, ensuring that the correct variables, including the asset ('Chiller 9'), location (MAIN), and time range (week of 2020-04-27), were used for data retrieval and analysis. It should specify that the agent called IoTAgent to request and download the Condenser Water Flow data for Chiller 9 at the MAIN site for the specified week. The response must confirm that the agent analyzed the downloaded time-series data for anomalies using TSFMAgent. Additionally, the response should explicitly state that the agent provided the file path where the data is stored and that the analysis results were reviewed. The response must confirm that no anomalies were detected in Chiller 9's Condenser Water Flow during the specified week at the MAIN site.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[110],1,1,"[""Is there any anomaly detected in Chiller 9's Condenser Water Flow in the week of 2020-04-27 at MAIN?""]","[""The expected response should confirm the successful execution of all required actions, ensuring that the correct variables, including the asset ('Chiller 9'), location (MAIN), and time range (week of 2020-04-27), were used for data retrieval and analysis. It should specify that the agent called IoTAgent to request and download the Condenser Water Flow data for Chiller 9 at the MAIN site for the specified week. The response must confirm that the agent analyzed the downloaded time-series data for anomalies using TSFMAgent. Additionally, the response should explicitly state that the agent provided the file path where the data is stored and that the analysis results were reviewed. The response must confirm that no anomalies were detected in Chiller 9's Condenser Water Flow during the specified week at the MAIN site.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_OTHER,False,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_OTHER', ""is there any anomaly detected in chiller <NUM>'s condenser water flow in the week of <date> at main?"")",aggressive_template_collapse_v1
116,multiagent,Chiller,Knowledge Query,predictive,Is there any anomaly detected in Chiller 9's Power Input in the week of 2020-04-27 at MAIN?,is there any anomaly detected in chiller 9's power input in the week of <date> at main?,"The expected response should confirm the successful execution of all required actions to address the task regarding the detection of anomalies in Chiller 9's Power Input. It should specify that the agent first requested and retrieved the necessary Chiller 9 Power Input data from IoTAgent, then used TSFMAgent to analyze the data for anomalies. The response should clarify that the agent successfully identified no anomalies and provide the file path where the data is stored, as well as the location of the output file containing the anomaly detection results.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[122],1,1,"[""Is there any anomaly detected in Chiller 9's Power Input in the week of 2020-04-27 at MAIN?""]","[""The expected response should confirm the successful execution of all required actions to address the task regarding the detection of anomalies in Chiller 9's Power Input. It should specify that the agent first requested and retrieved the necessary Chiller 9 Power Input data from IoTAgent, then used TSFMAgent to analyze the data for anomalies. The response should clarify that the agent successfully identified no anomalies and provide the file path where the data is stored, as well as the location of the output file containing the anomaly detection results.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_OTHER,False,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_OTHER', ""is there any anomaly detected in chiller <NUM>'s power input in the week of <date> at main?"")",aggressive_template_collapse_v1
117,multiagent,Chiller,Knowledge Query,predictive,Is there any anomaly detected in Chiller 6's Tonnage in the week of 2020-04-27 at the MAIN site?,is there any anomaly detected in chiller 6's tonnage in the week of <date> at the <site> site?,"The expected response should confirm the successful execution of all required actions while ensuring the correct variables, including the asset (Chiller 6), location (MAIN), and time range (week of 2020-04-27), were used for data retrieval and analysis. It should specify that IoTAgent was called to request and download the data, and TSFMAgent was properly utilized to perform Time Series anomaly detection on the Tonnage parameter. The response must also verify that the data was accurately stored in the designated file location, and that the analysis results were saved to a new file. Additionally, the response should explicitly confirm the detection of anomalies in Chiller 6's Tonnage during the specified timeframe at the MAIN site, as these anomalies were anticipated.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[105],1,1,"[""Is there any anomaly detected in Chiller 6's Tonnage in the week of 2020-04-27 at the MAIN site?""]","[""The expected response should confirm the successful execution of all required actions while ensuring the correct variables, including the asset (Chiller 6), location (MAIN), and time range (week of 2020-04-27), were used for data retrieval and analysis. It should specify that IoTAgent was called to request and download the data, and TSFMAgent was properly utilized to perform Time Series anomaly detection on the Tonnage parameter. The response must also verify that the data was accurately stored in the designated file location, and that the analysis results were saved to a new file. Additionally, the response should explicitly confirm the detection of anomalies in Chiller 6's Tonnage during the specified timeframe at the MAIN site, as these anomalies were anticipated.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_OTHER,False,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_OTHER', ""is there any anomaly detected in chiller <NUM>'s tonnage in the week of <date> at the <site> site?"")",aggressive_template_collapse_v1
118,multiagent,Chiller,Knowledge Query,predictive,Can you forecast Chiller 6's performance for next week based on the data from 2020-04-27 at the MAIN site?,can you forecast chiller 6's performance for next week based on the data from <date> at the <site> site?,"The expected response should confirm the successful execution of all required actions, ensuring that the correct asset ('Chiller 6'), location (MAIN), and time range (week of 2020-04-27) were used for data retrieval and analysis. It should specify that the agent called IoTAgent to request and retrieve the necessary data (specially Chiller 6 Tonnage) for Chiller 6, then used TSFMAgent to analyze the data and generate a forecast for the following week. The response must also confirm that the forecasting results were stored in a designated file and that the model used for forecasting was specified as 'ttm_96_28'.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[108],1,1,"[""Can you forecast Chiller 6's performance for next week based on the data from 2020-04-27 at the MAIN site?""]","[""The expected response should confirm the successful execution of all required actions, ensuring that the correct asset ('Chiller 6'), location (MAIN), and time range (week of 2020-04-27) were used for data retrieval and analysis. It should specify that the agent called IoTAgent to request and retrieve the necessary data (specially Chiller 6 Tonnage) for Chiller 6, then used TSFMAgent to analyze the data and generate a forecast for the following week. The response must also confirm that the forecasting results were stored in a designated file and that the model used for forecasting was specified as 'ttm_96_28'.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_PREDICT,True,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_PREDICT', 'PARAM_LOCK', 108)",aggressive_template_collapse_v1
119,multiagent,Chiller,Knowledge Query,predictive,Can you predict Chiller 9's energy usage for next week based on data from the week of 2020-04-27 at MAIN?,can you predict chiller 9's energy usage for next week based on data from the week of <date> at main?,"The expected response should confirm the successful execution of all required actions, ensuring that the correct asset (Chiller 9) and location (MAIN site) were used for data retrieval and analysis. It should specify that the agent first identified the sensors for Chiller 9, then selected the Chiller 9 Power Input sensor, and successfully retrieved the energy usage data for the specified time period. The response should confirm that the agent provided the file path where the data is stored. Additionally, it should mention that although the agent initially encountered errors while analyzing the data and making predictions, it successfully corrected its mistakes and finetuned a Time Series Forecasting model using the provided data. The agent should have used the finetuned model to generate predictions for the next week, with the results being stored in the specified file.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[115],1,1,"[""Can you predict Chiller 9's energy usage for next week based on data from the week of 2020-04-27 at MAIN?""]","['The expected response should confirm the successful execution of all required actions, ensuring that the correct asset (Chiller 9) and location (MAIN site) were used for data retrieval and analysis. It should specify that the agent first identified the sensors for Chiller 9, then selected the Chiller 9 Power Input sensor, and successfully retrieved the energy usage data for the specified time period. The response should confirm that the agent provided the file path where the data is stored. Additionally, it should mention that although the agent initially encountered errors while analyzing the data and making predictions, it successfully corrected its mistakes and finetuned a Time Series Forecasting model using the provided data. The agent should have used the finetuned model to generate predictions for the next week, with the results being stored in the specified file.']",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_PREDICT,True,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_PREDICT', 'PARAM_LOCK', 115)",aggressive_template_collapse_v1
120,multiagent,Chiller,Knowledge Query,predictive,Can you predict Chiller 9's performance for next week based on data from the week of 2020-04-27 at MAIN?,can you predict chiller 9's performance for next week based on data from the week of <date> at main?,"The expected response should confirm the successful execution of all required actions to address the question regarding the forecasting of Chiller 9's performance for the next week, using data from the specified time period and location. It should specify that the agent first retrieved the performance data for Chiller 9 and then used TSFMAgent to generate the prediction. The response must clarify that the forecasting results were successfully stored and the model used was 'ttm_96_28'.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[118],1,1,"[""Can you predict Chiller 9's performance for next week based on data from the week of 2020-04-27 at MAIN?""]","[""The expected response should confirm the successful execution of all required actions to address the question regarding the forecasting of Chiller 9's performance for the next week, using data from the specified time period and location. It should specify that the agent first retrieved the performance data for Chiller 9 and then used TSFMAgent to generate the prediction. The response must clarify that the forecasting results were successfully stored and the model used was 'ttm_96_28'.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_PREDICT,True,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_PREDICT', 'PARAM_LOCK', 118)",aggressive_template_collapse_v1
121,multiagent,Chiller,Knowledge Query,predictive,Can you forecast energy usage for Chiller 9 for next week using data from the week of 2020-04-27 at the MAIN site?,can you forecast energy usage for chiller 9 for next week using data from the week of <date> at the <site> site?,"The expected response should confirm the successful execution of all required actions to address the task of forecasting Chiller 9's Power Input. It should specify that the agent first identified and resolved multiple issues, including the missing timestamp column, incorrect model checkpoint, and incorrect target column. After these issues were corrected, the agent used the pretrained model 'ttm_96_28' to generate the forecasting results. The response should emphasize that the agent successfully handled the corrections and produced the forecasting results, with no further errors encountered during the process.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[121],1,1,['Can you forecast energy usage for Chiller 9 for next week using data from the week of 2020-04-27 at the MAIN site?'],"[""The expected response should confirm the successful execution of all required actions to address the task of forecasting Chiller 9's Power Input. It should specify that the agent first identified and resolved multiple issues, including the missing timestamp column, incorrect model checkpoint, and incorrect target column. After these issues were corrected, the agent used the pretrained model 'ttm_96_28' to generate the forecasting results. The response should emphasize that the agent successfully handled the corrections and produced the forecasting results, with no further errors encountered during the process.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_PREDICT,True,"('multiagent', 'Chiller', 'Knowledge Query', 'predictive', 'ASK_PREDICT', 'PARAM_LOCK', 121)",aggressive_template_collapse_v1
122,multiagent,Chiller,Knowledge Query,prescriptive,Generate a machine learning recipe for detecting overheating failure for Chiller 6 at MAIN site. Result should include feature sensors and target sensor.,generate a machine learning recipe for detecting overheating failure for chiller 6 at main site. result should include feature sensors and target sensor.,the answer should be a machine learning recipe for detecting overheating failure for Chiller 6. the answer should include the sensors that can be used to detect the failure of overheating for Chiller 6,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[136],1,1,['Generate a machine learning recipe for detecting overheating failure for Chiller 6 at MAIN site. Result should include feature sensors and target sensor.'],['the answer should be a machine learning recipe for detecting overheating failure for Chiller 6. the answer should include the sensors that can be used to detect the failure of overheating for Chiller 6'],['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_CREATE,False,"('multiagent', 'Chiller', 'Knowledge Query', 'prescriptive', 'ASK_CREATE', 'generate a machine learning recipe for detecting overheating failure for chiller <NUM> at main site. result should include feature sensors and target sensor.')",aggressive_template_collapse_v1
123,multiagent,Chiller,Knowledge Query,prescriptive,"I want to build an anomaly model for identifying a chiller trip failure for MAIN chiller 6. Provide me a list of sensors that I should use, along with the temporal behavior,","i want to build an anomaly model for identifying a chiller trip failure for main chiller 6. provide me a list of sensors that i should use, along with the temporal behavior,","the answer should contain how to build an anomaly model for identifying a chiller trip failure for MAIN chiller 6. The answer should include sensors that I should use, along with the temporal behavior,",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[140],1,1,"['I want to build an anomaly model for identifying a chiller trip failure for MAIN chiller 6. Provide me a list of sensors that I should use, along with the temporal behavior,']","['the answer should contain how to build an anomaly model for identifying a chiller trip failure for MAIN chiller 6. The answer should include sensors that I should use, along with the temporal behavior,']",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'prescriptive', 'ASK_LIST', 'i want to build an anomaly model for identifying a chiller trip failure for main chiller <NUM>. provide me a list of sensors that i should use, along with the temporal behavior,')",aggressive_template_collapse_v1
124,multiagent,Chiller,Knowledge Query,prescriptive," If compressor overheating occurs for Chiller 6 at MAIN site, which sensor should be prioritized for monitoring this specific failure?","if compressor overheating occurs for chiller 6 at main site, which sensor should be prioritized for monitoring this specific failure?","the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[131],1,1,"[' If compressor overheating occurs for Chiller 6 at MAIN site, which sensor should be prioritized for monitoring this specific failure?']","['the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ']",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'prescriptive', 'ASK_LIST', 'if compressor overheating occurs for chiller <NUM> at main site, which sensor should be prioritized for monitoring this specific failure?')",aggressive_template_collapse_v1
125,multiagent,Chiller,Knowledge Query,retrospective,Can you detect any anomalies in Chiller 6's Condenser Water Flow in the week of 2020-04-27 at MAIN?,can you detect any anomalies in chiller 6's condenser water flow in the week of <date> at main?,"The expected response should confirm the successful execution of all required actions, ensuring that the correct asset ('Chiller 6'), location (MAIN), and time range (week of 2020-04-27) were used for data retrieval and analysis. It should specify that the agent successfully retrieved the Condenser Water Flow data for Chiller 6 at MAIN during the specified time period and then used TSFMAgent to analyze the data for anomalies. The response optionally explain that the agent encountered multiple errors but resolved them by providing the missing timestamp_column, increasing the n_calibration parameter, and adjusting the false_alarm parameter. Additionally, the response should confirm that the anomaly detection was successfully completed and that the results were saved to the specified file. The response must include the file location, the number of records (1 record), and the fact that 0 anomalies were detected in the dataset.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[113],1,2,"[""Can you detect any anomalies in Chiller 6's Condenser Water Flow in the week of 2020-04-27 at MAIN?"", ""Can you detect any anomalies in Chiller 9's Condenser Water Flow in the week of 2020-04-27 at MAIN?""]","[""The expected response should confirm the successful execution of all required actions, ensuring that the correct asset ('Chiller 6'), location (MAIN), and time range (week of 2020-04-27) were used for data retrieval and analysis. It should specify that the agent successfully retrieved the Condenser Water Flow data for Chiller 6 at MAIN during the specified time period and then used TSFMAgent to analyze the data for anomalies. The response optionally explain that the agent encountered multiple errors but resolved them by providing the missing timestamp_column, increasing the n_calibration parameter, and adjusting the false_alarm parameter. Additionally, the response should confirm that the anomaly detection was successfully completed and that the results were saved to the specified file. The response must include the file location, the number of records (1 record), and the fact that 0 anomalies were detected in the dataset."", ""The expected response should confirm the successful execution of all required actions to address the question regarding the detection of anomalies in Chiller 9's Condenser Water Flow during the week of 2020-04-27 at the MAIN site. It should specify that the agent first requested and downloaded the necessary Condenser Water Flow data. Then, it should explain that the agent used TSFMAgent to analyze the data for anomalies, encountered errors with the anomaly detection tool, but correctly identified that no anomalies were detected. The response must clearly state that no anomalies were found.""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_ANOMALY,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_ANOMALY', ""can you detect any anomalies in chiller <NUM>'s condenser water flow in the week of <date> at main?"")",aggressive_template_collapse_v1
126,multiagent,Chiller,Knowledge Query,retrospective,"Purge unit of chiller 6 at MAIN site have possibility to excess purge, what is the plan by the maintenance experts to early detect the failure?","purge unit of chiller 6 at main site have possibility to excess purge, what is the plan by the maintenance experts to early detect the failure?",the answer should be a plan by the maintenance experts to early detect the failure of purge unit of chiller 6. the answer should include the sensors that can be used to detect the failure of purge unit of chiller 6,Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[135],1,1,"['Purge unit of chiller 6 at MAIN site have possibility to excess purge, what is the plan by the maintenance experts to early detect the failure?']",['the answer should be a plan by the maintenance experts to early detect the failure of purge unit of chiller 6. the answer should include the sensors that can be used to detect the failure of purge unit of chiller 6'],['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_ANOMALY+ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_ANOMALY+ASK_LIST', 'purge unit of chiller <NUM> at main site <SITE> possibility to excess purge, what is the plan by the maintenance experts to early detect the failure?')",aggressive_template_collapse_v1
127,multiagent,Chiller,Knowledge Query,retrospective," If Evaporator Water side fouling occurs for Chiller 6 at MAIN site, which sensor is most relevant for monitoring this specific failure?","if evaporator water side fouling occurs for chiller 6 at main site, which sensor is most relevant for monitoring this specific failure?","the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[132],1,1,"[' If Evaporator Water side fouling occurs for Chiller 6 at MAIN site, which sensor is most relevant for monitoring this specific failure?']","['the answer should contain one of more sensors of Chiller 6. The sensors of Chiller 6 need to be from the list [Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.] ']",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_LIST', 'if evaporator water side fouling occurs for chiller <NUM> at main site, which sensor is most relevant for monitoring this specific failure?')",aggressive_template_collapse_v1
128,multiagent,Chiller,Knowledge Query,retrospective,List all failure modes of asset Chiller 6 at MAIN site.,list all failure modes of asset chiller 6 at main site.,"The failure modes for Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[124],1,1,['List all failure modes of asset Chiller 6 at MAIN site.'],"[""The failure modes for Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']"", ""The failure modes of asset Chiller 6 are: ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_LIST', 'list all failure modes of asset chiller <NUM> at main site.')",aggressive_template_collapse_v1
129,multiagent,Chiller,Knowledge Query,retrospective,List all failure modes of Chiller 6 at MAIN site that can be detected by Chiller 6 Chiller Efficiency.,list all failure modes of chiller 6 at main site that can be detected by chiller 6 chiller efficiency.,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[126],1,1,['List all failure modes of Chiller 6 at MAIN site that can be detected by Chiller 6 Chiller Efficiency.'],"[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_LIST', 'list all failure modes of chiller <NUM> at main site <SITE> can be detected by chiller <NUM> chiller efficiency.')",aggressive_template_collapse_v1
130,multiagent,Chiller,Knowledge Query,retrospective,List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors and power input sensors.,list all failure modes of chiller 6 at main site that can be detected by temperature sensors and power input sensors.,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[127],1,2,"['List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors.', 'List all failure modes of Chiller 6 at MAIN site that can be detected by temperature sensors and power input sensors.']","[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_LIST', 'list all failure modes of chiller <NUM> at main site <SITE> can be detected by temperature sensors and power input sensors.')",aggressive_template_collapse_v1
131,multiagent,Chiller,Knowledge Query,retrospective,List all installed sensors of asset Chiller 6 at MAIN site.,list all installed sensors of asset chiller 6 at main site.,"The installed sensors of asset Chiller 6 are: Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.",Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query,[125],1,1,['List all installed sensors of asset Chiller 6 at MAIN site.'],"['The installed sensors of asset Chiller 6 are: Chiller 6 Chiller % Loaded, Chiller 6 Chiller Efficiency, Chiller 6 Condenser Water Flow, Chiller 6 Condenser Water Return To Tower Temperature, Chiller 6 Liquid Refrigerant Evaporator Temperature, Chiller 6 Power Input, Chiller 6 Return Temperature, Chiller 6 Schedule, Chiller 6 Supply Temperature, Chiller 6 Tonnage.']",['Source: Multi-agent coordination requirements; Deterministic query with single correct answer; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_LIST', 'list all installed sensors of asset chiller <NUM> at main site.')",aggressive_template_collapse_v1
132,multiagent,Chiller,Knowledge Query,retrospective,List all sensors of Chiller 6 at MAIN site that are potentially relevant to Compressor Overheating.,list all sensors of chiller 6 at main site that are potentially relevant to compressor overheating.,"the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']",Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query,[130],1,1,['List all sensors of Chiller 6 at MAIN site that are potentially relevant to Compressor Overheating.'],"[""the answer should contain one or more failure modes of Chiller 6. The failure modes of Chiller 6 need to be from the list ['Compressor Overheating: Failed due to Normal wear, overheating', 'Heat Exchangers: Fans: Degraded motor or worn bearing due to Normal use', 'Evaporator Water side fouling', 'Condenser Water side fouling', 'Condenser Improper water side flow rate', 'Purge Unit Excessive purge', 'Refrigerant Operated Control Valve Failed spring']""]",['Source: Multi-agent coordination requirements; Non-deterministic query allowing multiple valid responses; Category: Knowledge Query'],ASK_LIST,False,"('multiagent', 'Chiller', 'Knowledge Query', 'retrospective', 'ASK_LIST', 'list all sensors of chiller <NUM> at main site <SITE> are potentially relevant to compressor overheating.')",aggressive_template_collapse_v1
